Model Group 2: AOPs modeled using Ecolight

  Ecolight IOPs parameterized using in situ ac-s and ECO-VSF-3 data
  
    K score range: [0.00662 2.80880]
  bbd score range: [0.00428 0.39590]
  
  Variance explained by 1st principal component
   Kd: 99.2%
  bbd: 99.7%

wl,K_coef,K_min,bbd_coef,bbd_min
390.3468145,0.209545294626095,0.0221648127237724,0.103311403265452,0.00975077245898031
393.1778586,0.209507673729592,0.020732041538997,0.103832517213375,0.00949817740891526
396.0089588,0.208357826676101,0.0199787169871406,0.104017270639039,0.00932300829766876
398.8401154,0.207225998658173,0.018812425416977,0.102551480811934,0.00950059369859451
401.6713281,0.205626712752646,0.0176281809080564,0.103576337161308,0.00918335584645329
404.5025971,0.201983177756827,0.0181154211300403,0.102326493106839,0.00935965200860103
407.3339224,0.195803299612007,0.0205693851352124,0.101626096758665,0.00944909157940434
410.1653038,0.188735387742924,0.0234760228285738,0.101965146667459,0.00936172174776055
412.9967416,0.18195137025591,0.0260198377368687,0.102301884397959,0.00927895800749686
415.8282355,0.176473779009381,0.0274303988697752,0.102590777871532,0.00919819173996929
418.6597857,0.171374478535877,0.0289215239321927,0.10283600416401,0.00912268809183538
421.4913922,0.16650202711931,0.0305876651451528,0.103044299004858,0.00905254143458327
424.3230548,0.161439154755262,0.0323041697301008,0.103245675441694,0.00899172992703719
427.1547738,0.15628339804511,0.0339011150389682,0.103437643082554,0.00893839229665513
429.9865489,0.151557247348659,0.0347054883126158,0.103639292953375,0.00889235231719822
432.8183803,0.146972617851069,0.0353777215494328,0.103854926371649,0.00885060436140094
435.650268,0.142385122380302,0.036377093638537,0.1040810186749,0.00881152216765205
438.4822118,0.137733712954206,0.037747181592741,0.104284149562455,0.00877499181478036
441.314212,0.132818831873564,0.0397082294709915,0.104455977341869,0.00874076276272396
444.1462683,0.128499198450615,0.04151806717477,0.104614783699195,0.00870569237221155
446.9783809,0.124606577798148,0.043169457682013,0.104763157702793,0.00867041909399026
449.8105498,0.120657088548715,0.0447368655643173,0.104928848568587,0.0086369127916181
452.6427748,0.116991058122149,0.0457881160664245,0.105084529264481,0.00860972861969395
455.4750562,0.113562055745372,0.0461256408826846,0.105220325187211,0.00859308152298553
458.3073937,0.110438785139967,0.0461050128405055,0.10535480917947,0.00857863345091884
461.1397875,0.107687834374751,0.0457964290588681,0.105494335653091,0.00856417579401121
463.9722376,0.104871525612509,0.0458575940086098,0.105612555101986,0.00855227480452634
466.8047438,0.101990253852599,0.0462542351698045,0.105689434822575,0.00854321251029131
469.6373064,0.0998983811217033,0.0458693718015054,0.105632886808819,0.00852619538247856
472.4699251,0.0978111645368579,0.0457589391736331,0.105376925035863,0.00849856098611116
475.3026001,0.0953593403570008,0.0465157438172152,0.104967656190034,0.00845899680237048
478.1353314,0.0929411450756172,0.0474481464780245,0.104502324496717,0.00841685436912363
480.9681188,0.0906325644923739,0.0483802900719487,0.104060624185358,0.00837882160662818
483.8009626,0.0884758397601286,0.0491549787418488,0.103605594701146,0.00834298482522494
486.6338625,0.0865743553721165,0.0496110398506309,0.103134905341628,0.00830917253592127
489.4668187,0.0846575711655424,0.0504357825187737,0.10267486193653,0.00827091022940165
492.2998312,0.0826641434277531,0.0516503594894673,0.102222994935445,0.00822794251051005
495.1328998,0.0806378485309684,0.0532198701717056,0.101838296859111,0.00816733025931364
497.9660248,0.0786751149237186,0.0551710608284085,0.101529125859303,0.00808438248602076
500.7992059,0.0770507366053301,0.0575688305386899,0.101230991693547,0.00798786546051478
503.6324433,0.0755291801981195,0.0607278141208543,0.100987361327852,0.00786259722675138
506.465737,0.0741843020826949,0.0648811166510717,0.10083430957663,0.00769483665010103
509.2990868,0.0729456114147764,0.0695994729282797,0.100671298439089,0.0075148091325964
512.132493,0.0718492502416409,0.0744189162117244,0.100471499575161,0.00733684315044592
514.9659553,0.0707707616391873,0.077712315869824,0.100153927814222,0.00721079445400569
517.7994739,0.0696765955143691,0.0794246681393189,0.0997516443761931,0.00713173799901942
520.6330488,0.0682568385446293,0.0798363572111527,0.0993470685383593,0.00709009914731088
523.4666798,0.0668386466143361,0.0803023849756462,0.098928915888053,0.00705050964636946
526.3003672,0.0655439016762437,0.0808718597422753,0.0984754254999956,0.00700960516518641
529.1341107,0.0643760242215619,0.0816532355548852,0.0980157447252089,0.0069634020138095
531.9679105,0.0632198208124218,0.0826997820565336,0.0975669433486511,0.00691215862146578
534.8017666,0.062194278343445,0.0837611081618161,0.0972289304763202,0.00686256473853626
537.6356788,0.0612275901954524,0.0850090684963319,0.0969144250730933,0.0068102256358581
540.4696474,0.0601566056922129,0.0870297972403993,0.096595690508225,0.0067453451800991
543.3036721,0.0589818177079833,0.0899453378709991,0.0963182218054925,0.00666036898042217
546.1377531,0.0576772756173422,0.0940863451826437,0.0961217899897027,0.00654327133625691
548.9718904,0.056579898293178,0.0978885919690584,0.0958956575273248,0.00643211270723975
551.8060838,0.0556703386405068,0.101215368877035,0.0956273618904571,0.00633207447686669
554.6403336,0.0547276025863348,0.103604249816711,0.0954343718074869,0.0062348996157764
557.4746395,0.053832367229111,0.105577211457144,0.0953084394567088,0.00613344846765873
560.3090017,0.0530177318884787,0.107313756420806,0.0951352617750615,0.00604451155749554
563.1434202,0.0521652728795077,0.109270346933038,0.0949661374899574,0.00594811572071397
565.9778948,0.0514285925918539,0.11218561285111,0.0948533191313514,0.0058227996083916
568.8124258,0.0507648194888838,0.115822860282847,0.0948116449596174,0.00566850724756134
571.6470129,0.0503451267708999,0.120735546752626,0.0948697679293267,0.00547468618999526
574.4816563,0.0498236299677101,0.126883529722253,0.0949072407975895,0.00526529585748062
577.316356,0.0492620130840922,0.135159555900538,0.0949172536594582,0.0050309291802439
580.1511118,0.0488510578312325,0.146450785392654,0.0948822687506092,0.00475709142063119
582.985924,0.0486125451544592,0.160755744949561,0.094718997073563,0.00447033319343671
585.8207923,0.0484972797680524,0.178256668727816,0.0943868887125829,0.00418755319069548
588.6557169,0.048245203011185,0.197963578669384,0.0938724430661092,0.00393158165588623
591.4906978,0.0476763329289767,0.220946261322981,0.093209991859172,0.00369843641768597
594.3257348,0.0471599473994925,0.251236617089907,0.0922838314729454,0.00346600085893651
597.1608282,0.0466413837673348,0.288366972451289,0.091135572585671,0.00324349198283714
599.9959777,0.0458295466412234,0.32763243500917,0.089953172232423,0.00305279122939741
602.8311835,0.0450801567296891,0.360361547662167,0.0888912449539202,0.00291395523754777
605.6664456,0.0446545106879021,0.380389908818729,0.0881127452646747,0.0028262119064552
608.5017638,0.0442898246532428,0.388692056207265,0.0875494413802598,0.0027770150510436
611.3371384,0.0439733342297105,0.392438409738282,0.0871057134885571,0.00274499805768667
614.1725691,0.0436355184932603,0.396541224382817,0.0866553797951603,0.00271221689405629
617.0080561,0.0433091219373707,0.400926694916609,0.0861956879103004,0.00267855800068282
619.8435994,0.043211355856396,0.406279189560624,0.0857067746007754,0.00264229502017178
622.6791988,0.0431628552061603,0.412304876547835,0.0852075387833845,0.00260452518618487
625.5148546,0.0428552270934778,0.418550239684966,0.0847213359763148,0.00256649756143152
628.3505665,0.0425043744505258,0.425050595704336,0.0842342803832882,0.00252799454277692
631.1863347,0.0421877416322802,0.431810672030788,0.0837445462760439,0.00248925860841269
634.0221592,0.0418576783424987,0.440543482732728,0.0832293550156832,0.00244488331140975
