Model Group 3: AOPs modeled using Ecolight and correlated

  Ecolight IOPs parameterized using in situ ac-s and ECO-VSF-3 data
  
  AOP score range: [0.00746 2.81877]
  
  Variance explained by 1st principal component
  AOP: 99.9995%

wl,K_coef,K_min,bbd_coef,bbd_min

wl,K_coef,K_min,bbd_coef,bbd_min
492.2998312,0.0821398136183813,0.0516503594894673,0.0108630622886171,0.00822794251051005
495.1328998,0.080111501194308,0.0532198701717056,0.0108169796591567,0.00816733025931364
497.9660248,0.0781448337121647,0.0551710608284085,0.0107832819548572,0.00808438248602076
500.7992059,0.0765138695849469,0.0575688305386899,0.0107523224319249,0.00798786546051478
503.6324433,0.0749813595589284,0.0607278141208543,0.0107316128676587,0.00786259722675138
506.465737,0.0736196438901757,0.0648811166510717,0.0107278102127051,0.00769483665010103
509.2990868,0.0723679181647436,0.0695994729282797,0.0107241128994716,0.0075148091325964
512.132493,0.0712635436753611,0.0744189162117244,0.0107157071276184,0.00733684315044592
514.9659553,0.0701816254778932,0.077712315869824,0.0106873260994177,0.00721079445400569
517.7994739,0.0690832755093655,0.0794246681393189,0.0106436209088522,0.00713173799901942
520.6330488,0.0676556161856416,0.0798363572111527,0.0105958248183624,0.00709009914731088
523.4666798,0.0662319463525394,0.0803023849756462,0.0105463446576158,0.00705050964636946
526.3003672,0.0649344037562628,0.0808718597422753,0.0104928414599481,0.00700960516518641
529.1341107,0.0637667136527989,0.0816532355548852,0.0104395869382279,0.0069634020138095
531.9679105,0.0626117427417216,0.0826997820565336,0.0103885653858051,0.00691215862146578
534.8017666,0.0615874985690468,0.0837611081618161,0.0103504456277899,0.00686256473853626
537.6356788,0.0606252746110039,0.0850090684963319,0.0103149541723763,0.0068102256358581
540.4696474,0.0595640822238333,0.0870297972403993,0.0102802538414581,0.0067453451800991
543.3036721,0.0583984988834213,0.0899453378709991,0.0102529307421606,0.00666036898042217
546.1377531,0.0570893256337938,0.0940863451826437,0.0102394729196436,0.00654327133625691
548.9718904,0.0559861937866288,0.0978885919690584,0.0102224282354714,0.00643211270723975
551.8060838,0.0550719065517478,0.101215368877035,0.0101995318383972,0.00633207447686669
554.6403336,0.0541318420594676,0.103604249816711,0.0101861025970227,0.0062348996157764
557.4746395,0.0532400768192859,0.105577211457144,0.0101821116465265,0.00613344846765873
560.3090017,0.0524242625336082,0.107313756420806,0.0101709215466207,0.00604451155749554
563.1434202,0.0515699086780346,0.109270346933038,0.0101616233136762,0.00594811572071397
565.9778948,0.0508324559915666,0.11218561285111,0.0101640194213114,0.0058227996083916
568.8124258,0.0501676801604413,0.115822860282847,0.0101789282747939,0.00566850724756134
571.6470129,0.0497447132531543,0.120735546752626,0.0102109849833769,0.00547468618999526
574.4816563,0.049216404626034,0.126883529722253,0.0102423451065569,0.00526529585748062
577.316356,0.0486450969520397,0.135159555900538,0.0102737260143147,0.0050309291802439
580.1511118,0.0482314396658313,0.146450785392654,0.01030606385635,0.00475709142063119
582.985924,0.0479933733654065,0.160755744949561,0.0103262841293455,0.00447033319343671
585.8207923,0.0478744224902299,0.178256668727816,0.0103278917381444,0.00418755319069548
588.6557169,0.047614979216805,0.197963578669384,0.010305390312431,0.00393158165588623
591.4906978,0.047033554355015,0.220946261322981,0.0102640950175961,0.00369843641768597
594.3257348,0.0465073731878786,0.251236617089907,0.0101932210968629,0.00346600085893651
597.1608282,0.0459840025876649,0.288366972451289,0.010096028662957,0.00324349198283714
599.9959777,0.0451677064403726,0.32763243500917,0.00998914501881852,0.00305279122939741
602.8311835,0.0444182258386764,0.360361547662167,0.00988725473209642,0.00291395523754777
605.6664456,0.0439978702829399,0.380389908818729,0.00980943109775828,0.0028262119064552
608.5017638,0.0436362312735742,0.388692056207265,0.00975018406334999,0.0027770150510436
611.3371384,0.0433203511634887,0.392438409738282,0.00970217718866665,0.00274499805768667
614.1725691,0.0429827911600288,0.396541224382817,0.00965356348213406,0.00271221689405629
617.0080561,0.042657499052435,0.400926694916609,0.00960402352810275,0.00267855800068282
619.8435994,0.0425686619910237,0.406279189560624,0.0095515711990996,0.00264229502017178
622.6791988,0.0425311621117244,0.412304876547835,0.00949817128012625,0.00260452518618487
625.5148546,0.042228658591711,0.418550239684966,0.0094462361842349,0.00256649756143152
628.3505665,0.0418806117845727,0.425050595704336,0.00939433604989516,0.00252799454277692
631.1863347,0.0415638934369214,0.431810672030788,0.00934229880416421,0.00248925860841269
634.0221592,0.0412352343341071,0.440543482732728,0.00928810601943989,0.00244488331140975
636.8580398,0.040916050102227,0.451430572071869,0.00923207798355406,0.00239501559522426
639.6939768,0.0406389963678871,0.461093527188839,0.00917669380088727,0.00234938826762697
642.5299699,0.0403963357743501,0.470238402765142,0.0091218320993058,0.00230590005899499
645.3660193,0.0401898340478884,0.478379419928831,0.00906944360267341,0.00226611662960895
648.202125,0.0400418228833302,0.488233995570188,0.00901255834687347,0.00222069891942217
651.0382868,0.0403181566565435,0.505350600104603,0.00894500917747956,0.00215717166217528
653.874505,0.0407238609972397,0.527921839647664,0.00886961268557,0.00208027410668636
656.7107793,0.0411992520375093,0.555914377181609,0.00878792716269301,0.00199085137474158
659.5471099,0.0412678528636312,0.581276428530806,0.00872520957129921,0.00191347926654454
662.3834968,0.0412640903972272,0.602312136546224,0.00868262177158809,0.00185137514433343
665.2199398,0.0416371736913736,0.614963179550106,0.00866359329555239,0.0018131851205466
668.0564392,0.0420655749673651,0.623884721461368,0.00865041124853483,0.00178470584343724
670.8929947,0.0425583068681253,0.630385378238264,0.00863911860677661,0.00176213415552802
673.7296065,0.0427887608234613,0.63807389917935,0.00862882571403973,0.0017369792838951
676.5662746,0.0426190236109555,0.64765610727996,0.00861960379479105,0.00170792850092434
679.4029988,0.0423337794805339,0.659297263993164,0.00860803741942589,0.00167472340134617
682.2397794,0.0418041858209345,0.67370428975338,0.00859394552319971,0.0016363750435779
685.0766161,0.0409053298064155,0.690793768433002,0.00857880301782985,0.00159303406349076
687.9135091,0.0396323062353794,0.711438098559971,0.00856142705082442,0.00154317865392668
690.7504584,0.0380358359935059,0.737826049458682,0.00853951118670347,0.00148405805582338
693.5874638,0.0362708595677745,0.770195774124295,0.00851226350270637,0.00141551426494899
696.4245256,0.0345817645549421,0.811589703528724,0.00847692477845371,0.00133565591756161
699.2616435,0.0330111883697506,0.85887501140308,0.00843648850504444,0.00125119498887166
702.0988177,0.0316825085467479,0.915018835239921,0.00838941683286644,0.00116194594258141
704.9360482,0.030416019205911,0.982710959571684,0.00833489709316048,0.00106918136502981
707.7733348,0.0292845483261068,1.06249322331905,0.00827272838402594,0.000972553235785173
