Model Group 1: In situ AOPs

  Kd from PRR-800 (Hochberg et al. 2020)
  bb from ECO-VSF-3
  
  Kd score range: [0.01688 3.17231]
  bb score range: [0 0.41123]
  
  Variance explained by 1st principal component
  Kd: 95.6%
  bb: 99.9%

wl,Kd_coef,Kd_SmithBaker,bb_coef,bb_min
599.9959777,0.0611236017701417,0.244975185945508,0.0852307801896771,0.000415788141513807
602.8311835,0.062115423905258,0.260819095120593,0.0848610128350276,0.000415048820624936
605.6664456,0.0631967521604424,0.274432146907656,0.0844928948983885,0.000414310799698543
608.5017638,0.0643455037017197,0.285406173661235,0.0841264188120149,0.000413574076525285
611.3371384,0.0655396688677424,0.293548767921579,0.083761576979651,0.000412838648769777
614.1725691,0.0667567586756068,0.300111105902024,0.0833983619183883,0.000412104514256288
617.0080561,0.0679748379921929,0.305478271765206,0.0830367661167997,0.000411371670683309
619.8435994,0.0691717990916652,0.309790898397826,0.0826767821409257,0.000410640115810095
622.6791988,0.0703256250732849,0.313157721172565,0.0823184026204456,0.000409909847452226
625.5148546,0.0714172054219461,0.315884541833918,0.081961620137504,0.000409180863294336
628.3505665,0.0725273496923518,0.318426458048519,0.0816064273849625,0.000408453161179288
631.1863347,0.0736966061011827,0.321145272437643,0.0812528170277259,0.000407726738825282
634.0221592,0.0749111273656908,0.323699864266238,0.0809007817906722,0.000407001594005823
636.8580398,0.0761576436683912,0.326365455338857,0.0805503144707782,0.000406277724553309
639.6939768,0.077423020934248,0.329599648897744,0.0802014078456249,0.000405555128178906
642.5299699,0.0786940029771934,0.333709038633037,0.0798540547799077,0.000404833802744014
645.3660193,0.0799573754260017,0.338819931309444,0.0795082481106007,0.000404113745986374
648.202125,0.0811997836396136,0.345190588716987,0.0791639807332523,0.000403394955698545
651.0382868,0.0824082489637938,0.353521308655605,0.0788212456012715,0.000402677429727448
653.874505,0.0835688781029159,0.367409542456278,0.0784800356509611,0.000401961165800412
656.7107793,0.0846691985061455,0.383853107345353,0.0781403439369199,0.000401246161804297
659.5471099,0.0856955615010092,0.398183526870198,0.0778021634649477,0.000400532415496514
662.3834968,0.0866349127193415,0.408446976675602,0.0774654872971398,0.000399819924688516
665.2199398,0.0874729890960811,0.417335655671741,0.0771303085521043,0.000399108687245634
668.0564392,0.0881021518691892,0.425154415668181,0.0767966203221087,0.000398398700911572
670.8929947,0.0883322305100807,0.43201942721504,0.0764644158096696,0.00039768996358636
673.7296065,0.0880074987480962,0.437296830184758,0.0761336882071817,0.000396982473053999
676.5662746,0.0872159516915804,0.442173887735624,0.0758044307411953,0.000396276227145304
679.4029988,0.0860946929008079,0.448368360868096,0.0754766366915283,0.000395571223743863
682.2397794,0.0847830399083263,0.457333676054439,0.0751502993121763,0.000394867460612716
685.0766161,0.0830003817737739,0.469572993259542,0.0748254119581359,0.000394164935667614
687.9135091,0.0800579302662474,0.485563853382943,0.0745019679629551,0.000393463646705467
690.7504584,0.076518322887613,0.506416314672801,0.0741799607334954,0.000392763591582836
693.5874638,0.0729947391054829,0.541488696415504,0.0738593837103482,0.000392064768202556
696.4245256,0.0696037988597931,0.587952025535297,0.073540230305337,0.000391367174346839
699.2616435,0.065826030065715,0.637563765326355,0.0732224940289898,0.00039067080794926
702.0988177,0.0617495127398222,0.68429457982607,0.0729061683665167,0.000389975666824158
704.9360482,0.0574785762730242,0.731815573397206,0.0725912468587542,0.000389281748839572
707.7733348,0.0531184466913766,0.785072641024719,0.0722777231189535,0.000388589051922724
